Employee_ID,Department,Age,Salary,Projects_Completed,Working_Hours,Performance_Score,Promotion_Status
583,HR,40,61171,6,40.0,57.2,No
584,HR,36,69271,6,44.3,35.7,Yes
585,Finance,30,44363,3,53.7,64.2,Yes
586,Operations,31,37583,13,31.3,70.7,Yes
587,Marketing,52,48603,6,46.5,70.0,Yes
588,HR,44,57539,4,51.1,69.0,Yes
589,Marketing,51,65438,7,48.5,61.0,Yes
590,HR,54,43125,4,61.6,78.7,Yes
591,HR,30,25137,9,32.1,50.5,No
592,HR,22,48886,4,35.5,50.9,No
593,Operations,56,52673,4,46.5,44.8,Yes
594,IT,32,41052,8,52.5,55.2,Yes
595,Marketing,55,45926,4,45.5,47.8,No
596,Operations,37,65407,7,55.5,30.7,No
597,Operations,30,55937,4,40.4,54.2,Yes
598,Operations,53,59147,2,42.8,77.2,Yes
599,Operations,36,50731,5,51.1,69.3,Yes
600,Operations,33,45950,4,42.2,74.4,No
601,Finance,54,50645,5,52.5,72.9,Yes
602,Marketing,35,60986,2,50.6,60.2,No
603,Operations,29,37104,4,41.7,61.6,No
604,Marketing,29,74802,3,47.4,54.2,No
605,Finance,48,61898,4,41.2,68.7,Yes
606,Finance,33,48569,6,37.9,100.0,Yes
607,Marketing,22,64760,9,41.9,45.4,No
608,HR,32,69668,6,43.6,80.0,Yes
609,IT,52,51035,8,45.9,57.0,No
610,HR,38,52400,4,44.1,86.8,Yes
611,HR,54,72921,5,31.0,70.5,No
612,HR,53,80427,5,52.9,56.4,Yes
613,Operations,50,55353,6,31.4,61.5,No
614,Finance,42,41101,3,46.5,75.7,Yes
615,HR,42,49352,2,39.1,90.3,Yes
616,Finance,44,67396,2,46.2,77.1,No
617,Marketing,27,42637,5,43.2,58.3,No
618,IT,43,52500,3,47.8,72.3,Yes
619,Marketing,59,58511,4,49.2,89.0,No
620,Marketing,58,43927,10,53.3,72.0,Yes
621,Operations,29,68157,4,51.2,63.1,No
622,IT,56,63327,6,45.3,43.8,Yes
623,Marketing,32,79114,7,52.5,83.4,Yes
624,Marketing,45,64377,7,40.9,63.1,Yes
625,IT,42,43469,6,58.4,54.4,No
626,IT,23,61364,3,40.2,76.0,Yes
627,Marketing,40,66856,1,41.2,76.6,Yes
628,IT,49,67473,6,30.5,51.2,No
629,Marketing,38,45677,6,39.7,53.7,Yes
630,Marketing,27,44243,5,42.9,73.4,No
631,Operations,40,41324,5,42.8,83.1,Yes
632,HR,59,74256,3,58.5,60.1,No
633,Marketing,49,62474,7,49.7,61.9,Yes
634,Finance,23,45145,9,52.5,54.6,Yes
635,HR,59,56526,2,45.0,83.5,Yes
636,HR,58,53515,10,39.4,74.9,No
637,HR,25,43329,6,62.4,48.3,No
638,Operations,43,55434,6,44.2,89.9,No
639,Marketing,47,57288,4,50.2,100.0,Yes
640,Operations,57,78175,5,37.4,38.0,No
641,Marketing,34,47131,5,35.6,70.2,No
642,Operations,53,34487,8,57.0,41.8,No
643,Operations,38,42412,1,48.5,60.6,Yes
644,Finance,57,44288,3,43.2,43.0,No
645,Operations,40,49876,4,43.5,87.1,Yes
646,IT,56,42441,4,36.7,59.5,Yes
647,Finance,49,64865,3,40.5,80.2,Yes
648,Operations,22,41607,11,48.4,67.6,Yes
649,HR,39,55240,7,45.4,90.6,Yes
650,IT,54,79002,5,51.0,46.8,No
651,IT,33,61642,4,23.1,32.1,No
652,IT,29,60409,5,46.4,56.3,Yes
653,Finance,45,77287,6,51.2,59.4,Yes
654,Operations,37,69947,4,27.4,41.1,Yes
655,Operations,25,61781,8,36.7,71.4,No
656,HR,59,51271,6,33.4,70.7,No
657,HR,48,54727,7,55.4,85.0,No
658,IT,30,54144,5,45.6,80.5,No
659,HR,37,50182,5,46.1,57.5,Yes
660,Finance,33,57544,5,54.1,47.6,Yes
661,Operations,52,59208,1,44.1,39.3,No
662,IT,45,40064,5,39.8,62.0,No
663,HR,35,74584,5,46.4,61.8,Yes
664,Finance,46,59917,4,48.4,70.8,No
665,Finance,55,51846,8,36.0,40.5,No
666,HR,24,57654,4,57.5,67.1,No
667,Operations,45,66164,5,29.9,72.9,No
668,HR,30,37399,8,47.6,55.3,Yes
669,IT,47,53739,4,58.4,73.5,Yes
670,HR,41,40769,9,46.0,61.4,Yes
671,Finance,31,86884,8,28.6,82.8,Yes
672,HR,40,56658,5,56.9,86.5,Yes
673,Operations,24,40867,5,41.2,65.4,No
674,Marketing,45,98193,6,51.2,77.9,No
675,HR,26,48567,9,48.4,44.7,No
676,Operations,24,52491,5,44.9,57.9,No
677,Operations,48,53358,6,28.5,70.5,Yes
678,Finance,37,44824,7,48.3,58.3,No
679,Operations,36,57968,8,50.9,60.8,No
680,Operations,56,28471,7,32.2,50.4,No
681,Operations,33,68030,3,58.4,91.0,Yes
682,Operations,47,41466,4,41.9,50.7,No
683,IT,55,50016,2,59.5,76.6,No
684,IT,44,64018,5,50.3,57.4,No
685,Finance,52,52546,5,45.2,74.3,Yes
686,HR,41,53037,3,45.8,55.6,No
687,Operations,33,42855,3,52.9,59.7,Yes
688,HR,44,80147,6,57.2,71.1,Yes
689,HR,25,61377,7,37.2,74.1,Yes
690,Finance,44,42006,4,40.2,78.2,No
691,Operations,22,57138,7,58.3,65.4,No
692,Operations,46,41158,5,37.9,81.1,No
693,Marketing,23,75668,2,45.2,68.5,Yes
694,HR,51,57395,5,39.5,62.7,No
695,HR,24,43293,3,50.9,77.7,Yes
696,IT,42,63371,4,25.3,66.6,No
697,Marketing,46,51663,4,50.9,68.6,No
698,IT,41,39541,3,54.3,50.2,No
699,IT,43,59572,3,50.3,55.4,Yes
700,IT,42,59234,7,38.3,71.1,Yes
701,Finance,54,68652,2,20.0,51.8,No
702,Finance,59,55774,1,39.6,65.4,No
703,IT,36,56284,4,50.2,36.5,Yes
704,Marketing,36,56921,3,44.8,93.6,Yes
705,HR,46,74143,5,52.0,75.1,No
706,Marketing,42,51279,4,43.2,58.3,No
707,Operations,45,60633,5,42.8,87.6,Yes
708,Finance,26,62400,4,57.8,51.6,No
709,HR,27,59197,7,39.5,56.6,Yes
710,HR,44,50825,4,50.2,72.6,No
711,Operations,25,56447,10,51.3,79.0,No
712,Operations,48,53876,4,64.0,56.4,No
713,IT,39,78510,7,58.2,71.9,Yes
714,Finance,42,49506,3,49.4,70.0,Yes
715,Finance,49,44049,4,50.7,64.6,No
716,Marketing,56,54925,5,55.1,56.9,Yes
717,IT,43,54079,7,39.9,77.6,No
718,IT,44,57362,2,59.1,34.8,Yes
719,IT,24,49510,3,44.8,67.1,Yes
720,IT,31,56324,8,50.5,54.7,Yes
721,Finance,46,56555,2,47.9,63.2,Yes
722,Finance,29,65871,10,38.9,54.6,Yes
723,IT,32,56116,3,42.0,46.9,No
724,Marketing,26,56229,8,38.6,55.3,No
725,HR,58,61196,4,46.8,56.7,No
726,HR,59,65411,10,32.7,61.5,Yes
727,Marketing,50,43195,4,37.1,64.8,Yes
728,IT,26,39972,8,41.5,74.4,Yes
729,Finance,30,75345,4,43.7,87.2,No
730,HR,23,63448,5,56.6,66.0,No
731,Operations,22,52367,6,53.0,49.3,No
732,Operations,51,55236,5,44.1,76.6,No
733,Marketing,32,50289,5,59.5,69.0,No
734,IT,49,57535,2,47.7,50.0,Yes
735,HR,33,43337,6,50.4,66.1,Yes
736,IT,47,65082,5,29.9,75.1,Yes
737,HR,34,57105,5,37.5,52.3,No
738,Marketing,29,57539,3,53.4,56.5,Yes
739,Marketing,49,44272,5,50.2,66.1,Yes
740,Operations,51,61291,7,59.4,60.6,Yes
741,IT,30,44548,4,58.7,41.8,No
742,Operations,52,46694,4,40.8,100.0,Yes
743,IT,42,56051,7,54.2,56.0,No
744,Operations,55,85087,5,37.1,54.5,Yes
745,Finance,52,57057,5,32.3,59.3,No
746,Finance,46,25000,3,47.6,63.3,Yes
747,Finance,33,47289,7,51.1,69.7,No
748,Finance,22,63204,9,47.7,48.8,No
749,HR,43,41458,8,52.6,83.7,Yes
750,Finance,58,64973,7,40.3,43.5,Yes
751,Marketing,22,56905,5,53.2,58.1,No
752,Marketing,22,66895,7,40.8,76.3,Yes
753,HR,42,48293,3,64.1,75.4,No
754,Finance,36,47358,7,51.8,23.0,Yes
755,Finance,38,61779,13,57.6,63.9,Yes
756,Finance,43,54909,6,35.0,65.7,Yes
757,Operations,59,54183,5,41.6,68.4,Yes
758,IT,56,73827,3,44.3,55.8,No
759,Operations,37,62249,8,35.7,61.0,No
760,IT,29,31120,2,57.9,72.6,No
761,Finance,38,64588,7,45.5,76.1,No
762,Finance,38,63387,3,32.9,43.3,Yes
763,Operations,47,69218,6,41.0,71.8,No
764,Operations,34,43723,2,36.0,70.1,Yes
765,IT,38,58897,6,51.0,77.6,Yes
766,Marketing,59,56339,1,49.9,51.9,Yes
767,IT,38,43508,7,50.2,71.5,No
768,Operations,35,66361,3,52.8,36.9,No
769,Operations,27,52101,6,62.6,59.4,No
770,HR,56,68832,0,59.5,60.1,No
771,Operations,35,46085,5,41.4,66.2,Yes
772,HR,29,37472,5,62.0,75.9,Yes
773,Marketing,36,52089,5,43.4,48.6,Yes
774,IT,48,57782,5,45.8,83.0,Yes
775,IT,34,48589,5,45.6,29.8,No
776,HR,52,25000,2,50.3,39.7,No
777,IT,56,59603,6,30.1,79.1,Yes
778,Operations,27,59547,5,45.2,66.6,Yes
779,Finance,26,63246,7,47.4,90.6,Yes
780,HR,43,50434,4,31.5,76.5,Yes
781,IT,44,49779,9,31.4,65.2,No
782,HR,46,72283,4,38.4,57.6,No
783,HR,55,36095,2,39.1,55.6,No
784,Finance,47,52034,5,45.3,70.5,Yes
785,Operations,26,56707,5,43.9,56.3,No
786,HR,47,62272,6,54.4,68.7,No
787,IT,41,57037,5,42.0,54.9,Yes
788,Marketing,27,43936,2,42.1,68.0,No
789,HR,27,69011,8,53.0,88.1,No
790,HR,39,55022,4,29.8,73.3,Yes
791,Finance,25,34983,6,59.2,58.0,No
792,Operations,38,57510,6,32.8,70.3,Yes
793,Marketing,35,60703,5,53.2,69.1,No
794,IT,35,78528,6,51.8,68.1,Yes
795,Marketing,34,59905,4,57.5,70.8,Yes
796,IT,28,37215,9,39.3,78.6,No
797,Operations,36,37637,4,45.3,81.1,Yes
798,IT,40,70104,6,35.8,65.0,Yes
799,Finance,56,45366,7,44.5,44.3,No
800,Finance,38,36405,4,44.2,66.3,No
801,Finance,56,67006,1,57.4,62.6,Yes
802,Finance,40,49291,4,49.3,73.3,Yes
803,Marketing,41,66364,4,44.7,46.8,No
804,Operations,57,44023,6,44.6,72.5,No
805,IT,56,72685,4,41.3,66.9,Yes
806,IT,53,65464,1,43.1,50.4,Yes
807,Finance,45,46327,3,45.7,33.9,No
808,Finance,38,35075,12,60.5,78.0,Yes
809,HR,28,82661,1,48.2,50.2,Yes
810,Operations,22,52477,3,36.7,42.8,No
811,Marketing,56,45847,5,65.9,56.5,No
812,IT,53,71635,4,53.3,82.6,No
813,HR,57,66349,6,52.8,67.9,Yes
814,HR,34,69193,5,43.3,71.7,Yes
815,IT,27,53817,3,51.4,64.3,Yes
816,Marketing,35,77572,8,47.4,69.5,Yes
817,HR,58,39272,5,34.1,61.9,No
818,HR,36,48375,7,48.6,57.9,No
819,Operations,25,59678,3,35.0,55.4,No
820,Marketing,37,69017,10,47.4,60.4,Yes
821,HR,49,62933,9,48.1,100.0,Yes
822,Marketing,37,54005,7,37.7,73.6,No
823,IT,25,49298,4,45.9,52.1,No
824,Finance,47,69082,2,49.8,45.0,No
825,HR,49,64172,5,40.9,63.6,Yes
826,Operations,53,44505,6,48.7,39.4,Yes
827,IT,23,44148,7,55.2,78.6,No
828,Marketing,52,48454,6,51.7,26.7,No
829,IT,24,46914,8,42.5,60.3,No
830,HR,29,67358,3,56.6,38.0,No
831,Marketing,45,60228,4,51.0,71.7,Yes
832,Finance,36,61693,3,43.6,53.6,Yes
833,IT,52,57300,7,40.1,75.6,Yes
834,HR,30,57865,6,49.9,32.5,Yes
835,Operations,23,36018,7,53.7,81.9,Yes
836,Marketing,29,64530,5,54.1,70.3,Yes
837,IT,28,48238,4,49.9,64.5,Yes
838,IT,37,54602,5,42.3,52.4,Yes
839,Finance,56,49321,5,49.5,60.4,Yes
840,Finance,51,56750,3,38.1,75.8,Yes
841,Operations,31,61877,4,47.3,52.5,No
842,Operations,59,42893,6,59.4,63.3,No
843,HR,39,58032,10,36.9,60.5,No
844,HR,26,49611,5,40.6,67.7,No
845,Operations,50,70857,2,52.6,44.1,No
846,Operations,55,41624,7,38.0,86.8,No
847,Marketing,44,42969,3,57.3,79.0,No
848,Finance,26,50685,3,52.8,38.4,No
849,HR,51,43892,6,53.1,35.5,No
850,Finance,27,52307,6,54.1,86.1,Yes
851,Finance,25,48665,6,34.7,66.0,Yes
852,Operations,50,56060,3,36.3,38.0,No
853,Marketing,44,67096,7,55.6,57.6,No
854,IT,27,55855,11,42.5,60.7,Yes
855,Marketing,53,56948,9,44.4,74.6,No
856,Marketing,39,42312,6,50.7,79.2,Yes
857,Finance,36,53391,3,46.2,66.9,No
858,Marketing,53,49938,3,53.6,62.4,No
859,HR,30,63179,4,49.6,57.9,Yes
860,Finance,58,45825,8,43.4,86.1,Yes
861,HR,31,44672,4,44.2,58.7,Yes
862,IT,41,58809,5,47.1,72.8,Yes
863,Finance,27,78761,10,48.1,48.9,No
864,IT,24,52888,7,51.4,46.0,No
865,Finance,32,57018,5,46.3,67.9,Yes
866,Operations,38,66376,5,44.3,59.3,Yes
867,Marketing,53,61118,3,43.6,44.4,No
868,Operations,25,61197,6,41.5,60.2,No
869,IT,25,53857,4,57.8,100.0,Yes
870,Marketing,38,54091,4,38.0,64.4,Yes
871,Finance,40,45938,1,34.9,60.5,No
872,Marketing,26,60836,8,52.1,60.5,No
873,HR,53,60562,0,48.9,83.0,No
874,Marketing,43,63605,4,61.5,62.8,Yes
875,HR,27,49142,7,44.3,68.7,No
876,Marketing,56,64961,7,44.8,75.8,No
877,HR,43,68600,7,38.4,84.6,Yes
878,IT,22,40432,2,45.8,54.1,No
879,Operations,41,51437,7,31.1,50.6,Yes
880,Finance,43,69100,3,29.9,54.3,Yes
881,Marketing,32,47205,6,40.7,74.8,No
882,Operations,34,61345,4,45.5,76.5,Yes
883,Finance,24,55102,2,40.3,67.9,No
884,Finance,30,58970,2,40.4,79.7,No
885,HR,33,55468,3,32.9,76.5,Yes
886,IT,44,63954,1,50.1,55.7,Yes
887,IT,35,42741,8,39.3,42.5,Yes
888,Operations,54,44040,5,58.3,58.4,No
889,IT,39,72574,5,44.4,73.1,Yes
890,Marketing,30,80204,6,36.6,72.4,No
891,IT,44,54934,1,26.6,38.0,Yes
892,Operations,31,75583,4,35.2,29.6,No
893,IT,40,45738,1,44.5,75.4,No
894,Marketing,26,48620,1,26.0,75.7,No
895,HR,44,72489,5,38.7,70.4,No
896,Operations,51,64649,1,40.7,78.6,Yes
897,HR,46,74277,4,39.1,68.2,Yes
898,HR,49,60622,7,40.3,45.1,Yes
899,HR,55,42849,4,41.3,60.3,No
900,Finance,46,57682,4,38.7,63.8,Yes
901,Finance,31,69424,4,56.8,56.4,No
902,HR,35,53407,1,40.1,56.2,No
903,Operations,51,51562,6,24.0,63.6,No
904,Marketing,46,60806,3,31.9,52.6,No
905,Marketing,35,48285,4,49.8,33.0,Yes
906,IT,56,58546,5,48.6,66.6,Yes
907,Operations,55,55762,8,40.8,83.7,No
908,Finance,31,49115,3,33.7,31.9,No
909,HR,56,66768,4,50.7,67.5,No
910,IT,32,62751,2,32.3,49.8,Yes
911,Marketing,32,50755,3,48.0,75.2,No
912,Finance,42,54820,2,41.6,70.7,No
913,Finance,42,51744,6,49.0,80.8,Yes
914,HR,43,47336,5,40.9,52.3,Yes
915,Marketing,28,34620,2,56.7,66.0,Yes
916,Operations,38,49194,0,30.2,100.0,Yes
917,Finance,23,47511,4,49.6,68.0,No
918,HR,33,56378,4,42.2,75.6,Yes
919,Operations,39,60288,8,39.4,86.0,No
920,Marketing,32,45373,4,55.0,51.8,Yes
921,Finance,37,59481,3,36.9,34.7,No
922,Operations,39,43525,6,46.9,39.6,No
923,Operations,56,53496,4,46.0,47.6,Yes
924,Operations,47,47770,7,35.2,58.7,No
925,Finance,37,63954,5,51.6,72.4,No
926,Finance,27,56401,5,61.2,79.3,Yes
927,IT,33,53677,5,58.0,48.9,No
928,Marketing,34,47497,4,48.2,97.2,No
929,HR,25,51053,6,43.2,84.5,No
930,Operations,23,76948,2,51.5,57.4,Yes
931,IT,47,48986,5,52.7,100.0,No
932,HR,48,60752,4,45.7,73.9,No
933,IT,48,53648,9,25.9,64.0,No
934,Finance,36,60409,2,32.5,50.9,Yes
935,Operations,29,65043,7,48.7,48.3,Yes
936,HR,28,50752,4,47.6,79.1,Yes
937,HR,33,63517,4,41.3,66.4,No
938,HR,34,88079,7,47.2,71.4,No
939,HR,38,61810,6,33.3,47.9,No
940,HR,38,74362,5,43.6,73.2,Yes
941,IT,57,60772,4,42.3,66.1,No
942,Operations,42,43816,2,29.3,48.7,Yes
943,Finance,29,58308,4,45.7,43.7,No
944,Finance,26,51035,4,32.8,65.6,No
945,Finance,47,47848,3,52.0,75.3,No
946,Finance,37,54128,5,47.7,80.9,No
947,IT,57,53142,3,39.7,68.5,No
948,Marketing,49,42280,3,36.9,52.9,No
949,Operations,50,87501,3,33.9,65.3,No
950,HR,33,64694,5,41.2,70.3,No
951,Marketing,58,57932,5,51.2,53.5,No
952,Finance,51,56078,4,42.3,57.9,No
953,Marketing,44,69428,4,43.6,65.4,Yes
954,Operations,37,79906,6,36.2,68.3,No
955,HR,35,63221,10,41.0,46.1,Yes
956,HR,31,56454,8,43.2,56.7,Yes
957,Operations,28,72671,1,46.0,67.1,Yes
958,Operations,58,56708,7,43.6,72.5,Yes
959,Finance,50,60223,4,48.6,67.1,No
960,HR,24,67012,6,50.2,69.4,No
961,Marketing,36,50362,4,57.2,68.8,Yes
962,IT,57,30089,7,46.8,52.7,No
963,IT,40,49779,5,48.4,85.7,No
964,Operations,34,64276,2,40.8,59.2,No
965,Finance,42,63430,1,57.3,53.7,Yes
966,IT,58,71112,10,41.2,43.1,No
967,HR,48,50238,3,49.8,57.2,Yes
968,Operations,50,73971,6,41.1,54.6,No
969,Marketing,41,57220,2,43.8,59.4,No
970,Operations,46,62252,4,45.2,69.8,No
971,Marketing,27,65843,8,29.4,82.8,No
972,Operations,57,38420,6,46.6,77.2,No
973,Operations,23,42941,3,44.4,34.8,No
974,Operations,43,42542,3,39.6,80.1,Yes
975,Marketing,53,67866,5,37.0,72.8,No
976,Marketing,37,51334,5,39.9,92.0,Yes
977,Operations,39,79330,5,36.5,55.4,Yes
978,IT,26,55040,6,41.0,49.9,Yes
979,Finance,57,37343,2,39.6,78.0,Yes
980,Finance,51,46930,9,42.2,76.3,Yes
981,Finance,40,56408,8,51.1,54.8,Yes
982,Marketing,44,61182,6,37.7,61.2,No
983,Marketing,55,43181,8,40.3,72.2,No
984,IT,34,61821,2,45.9,70.2,No
985,Finance,50,65026,5,37.2,64.5,No
986,Finance,57,47308,8,51.1,66.4,No
987,Operations,43,78629,4,37.3,52.7,No
988,Marketing,57,48608,2,46.1,62.0,Yes
989,Finance,30,43001,4,53.5,44.2,Yes
990,IT,40,36649,2,37.1,64.9,No
991,IT,59,69647,2,38.6,44.5,No
992,Finance,27,55274,4,41.4,48.4,Yes
993,Marketing,36,49248,4,45.2,100.0,Yes
994,IT,41,37310,4,44.0,36.5,No
995,Operations,30,50328,10,44.9,79.6,No
996,IT,53,83577,6,49.0,69.1,Yes
997,HR,25,29266,7,43.5,69.5,No
998,HR,39,47420,1,33.3,49.0,No
999,Marketing,26,76513,9,55.2,75.9,Yes
1000,Finance,41,69987,6,48.5,37.7,No
1001,Marketing,44,48152,6,34.8,57.6,No
1002,Marketing,32,57443,4,43.5,65.3,No
1003,Marketing,58,60555,6,51.3,89.9,Yes
1004,Marketing,43,56606,3,37.7,74.8,Yes
1005,Operations,25,76413,9,52.4,58.5,Yes
1006,Operations,50,59077,4,37.3,60.8,Yes
1007,IT,55,68626,7,48.4,73.6,Yes
1008,HR,34,57179,3,24.5,46.8,No
1009,Marketing,30,30611,10,52.5,81.6,Yes
1010,IT,52,40691,3,29.9,63.6,No
1011,HR,28,43181,7,54.5,51.9,No
1012,Finance,25,52008,7,35.7,44.1,No
1013,Operations,40,79940,4,60.1,27.5,No
1014,HR,51,59348,5,45.8,91.3,Yes
1015,Finance,52,53730,5,53.1,36.7,Yes
1016,HR,56,69862,8,43.5,72.2,No
1017,Operations,42,37577,7,32.8,71.5,No
1018,Operations,52,49123,7,37.5,57.8,Yes
1019,IT,40,47352,3,48.7,63.3,Yes
1020,Marketing,52,59776,4,68.2,59.0,No
1021,HR,53,65750,3,56.5,68.3,No
1022,HR,23,60657,5,45.7,59.2,No
1023,Finance,31,60847,6,52.6,60.7,No
1024,Operations,23,50666,6,46.7,63.8,Yes
1025,HR,23,58849,7,43.1,74.4,Yes
1026,Operations,45,44921,1,45.5,74.0,Yes
1027,HR,38,63089,2,40.5,63.1,Yes
1028,IT,53,48992,6,45.6,61.2,No
1029,Marketing,37,41541,4,47.9,73.4,Yes
1030,HR,37,55453,9,44.5,52.1,Yes
1031,Operations,52,32042,5,41.2,47.5,No
1032,IT,45,72692,5,40.7,44.9,Yes
1033,HR,22,64565,2,42.8,68.6,No
1034,Finance,32,59043,5,45.9,81.4,Yes
1035,Marketing,42,35515,6,41.1,66.1,Yes
1036,HR,25,46597,5,49.2,69.0,Yes
1037,IT,28,55486,5,31.9,57.2,Yes
1038,Finance,47,51842,5,46.6,68.9,Yes
1039,IT,33,34737,9,52.8,67.1,Yes
1040,IT,52,39202,3,59.1,72.2,Yes
1041,Finance,38,51602,2,44.4,29.1,Yes
1042,IT,54,39600,3,50.2,71.4,Yes
1043,Finance,32,71456,3,46.6,74.5,No
1044,HR,49,60934,4,53.1,74.1,No
1045,Finance,53,45358,3,43.0,63.2,Yes
1046,Finance,22,69029,3,48.9,91.3,Yes
1047,Marketing,49,66612,2,27.6,79.1,Yes
1048,Finance,28,58467,4,52.9,86.8,No
1049,Finance,23,54524,7,46.0,71.8,No
1050,HR,45,51418,1,39.4,65.0,Yes
1051,Marketing,25,48520,6,47.1,73.9,No
1052,Operations,40,38958,4,56.2,55.6,No
1053,HR,47,73339,5,37.3,77.4,Yes
1054,HR,32,48753,2,37.8,58.2,Yes
1055,Operations,32,55338,10,31.9,56.2,Yes
1056,Finance,24,44077,4,37.8,45.3,No
1057,IT,33,51886,6,37.3,80.1,Yes
1058,Marketing,24,89209,7,43.4,95.2,Yes
1059,IT,48,46288,3,45.3,85.5,No
1060,Operations,23,72383,3,33.7,78.5,No
1061,HR,37,54666,9,47.5,78.9,No
1062,HR,23,63159,7,47.0,78.4,No
1063,Marketing,51,69934,6,46.8,63.1,No
1064,HR,41,58267,10,38.0,59.3,Yes
1065,HR,59,50779,7,60.4,50.4,No
1066,Marketing,49,52766,3,50.0,92.9,No
1067,Marketing,46,53170,9,34.3,62.0,Yes
1068,Operations,53,77372,2,32.2,67.1,Yes
1069,HR,31,37190,8,38.5,48.2,No
1070,HR,54,33751,3,45.7,53.4,No
1071,Operations,34,34551,3,56.5,50.2,No
1072,Finance,58,44272,5,39.6,59.6,No
1073,Finance,37,63400,3,32.6,74.6,No
1074,Finance,43,64137,5,47.3,72.0,Yes
1075,Operations,41,47709,6,41.2,74.0,Yes
1076,HR,48,54658,7,45.9,64.8,Yes
1077,Operations,37,41604,7,43.7,76.2,No
1078,Operations,55,42717,6,42.8,62.8,No
1079,Finance,53,61958,3,53.2,71.8,Yes
1080,IT,47,67572,7,49.7,59.1,No
1081,HR,46,49278,3,46.7,81.6,No
1082,Finance,23,74620,5,27.8,51.6,No
1083,IT,33,66587,5,43.0,81.9,Yes
1084,IT,30,74100,1,51.9,70.4,No
1085,Marketing,33,51388,1,37.2,87.8,Yes
1086,HR,47,73248,4,43.2,55.1,Yes
1087,IT,30,81154,4,44.6,61.5,Yes
1088,Finance,31,50049,4,46.8,61.1,No
1089,Marketing,53,53149,3,41.7,52.1,No
1090,HR,55,43627,9,48.3,94.6,No
1091,Operations,41,41269,2,48.0,54.3,No
1092,Finance,23,41409,11,37.7,51.1,No
1093,IT,22,45262,4,38.7,86.8,Yes
1094,IT,57,58296,6,46.4,76.5,No
1095,Finance,45,45769,3,56.7,62.1,Yes
1096,IT,48,57929,4,53.0,37.2,No
1097,Marketing,23,58178,3,40.5,90.7,No
1098,HR,52,49358,2,38.6,94.2,Yes
1099,Marketing,35,54248,5,42.0,74.2,Yes
1100,IT,23,48665,2,57.3,72.8,No
1101,Operations,50,51271,5,44.9,68.1,No
1102,HR,36,45293,7,46.5,58.6,No
1103,HR,33,56009,7,38.4,83.2,Yes
1104,Finance,58,47793,5,45.2,59.2,No
1105,Finance,49,41007,3,32.8,73.4,Yes
1106,Operations,41,62121,7,33.9,68.3,No
1107,HR,45,62527,6,45.6,64.8,Yes
1108,Operations,42,68340,5,46.8,52.2,No
1109,Finance,31,42707,5,41.7,47.1,No
1110,Finance,35,49228,6,47.5,72.4,Yes
1111,HR,58,57765,4,34.7,58.5,No
1112,Marketing,39,48975,5,42.2,67.2,Yes
1113,IT,45,61850,3,39.9,68.0,No
1114,Finance,35,60975,4,44.3,69.6,Yes
1115,Finance,55,60751,5,42.6,63.2,No
1116,Marketing,33,72516,3,63.1,74.7,Yes
1117,Marketing,43,62728,6,37.4,63.8,Yes
1118,Operations,27,56846,4,45.0,61.4,No
1119,Operations,57,52677,4,67.3,76.1,No
1120,IT,57,53513,3,49.9,65.4,No
1121,IT,43,42229,1,44.7,68.5,No
1122,HR,35,33811,8,51.5,79.2,Yes
1123,Operations,37,60565,4,50.0,71.3,No
1124,Finance,57,69683,4,36.2,79.0,No
1125,Operations,46,51038,7,32.6,41.3,No
1126,Finance,53,74045,4,45.8,100.0,No
1127,Marketing,54,52881,4,41.2,75.8,No
1128,Operations,57,31554,9,63.2,74.0,No
1129,Marketing,41,66018,9,54.0,62.9,Yes
1130,IT,39,49248,9,54.0,42.5,No
1131,IT,59,67105,3,26.0,75.8,No
1132,HR,24,39669,6,40.3,81.6,Yes
1133,Operations,44,59944,8,44.9,39.4,No
1134,Marketing,53,45394,5,39.1,78.3,Yes
1135,Finance,37,57416,7,40.0,88.2,Yes
1136,IT,26,64199,9,42.9,87.6,Yes
1137,IT,25,61412,2,46.0,73.0,Yes
1138,Finance,42,55832,7,66.6,63.8,No
1139,Marketing,35,38458,7,39.6,79.2,No
1140,Marketing,52,63764,2,51.8,71.2,Yes
1141,Operations,35,67377,5,56.7,70.5,No
1142,Operations,27,42484,10,37.0,57.1,Yes
1143,HR,33,44247,5,61.1,40.8,No
1144,IT,37,67882,7,46.9,77.9,No
1145,Operations,38,52498,3,25.0,60.1,No
1146,Marketing,44,44558,3,54.8,50.3,No
1147,Finance,35,58270,5,32.1,48.3,No
1148,Marketing,28,47337,4,56.7,62.3,No
1149,IT,53,56932,5,52.8,46.7,Yes
1150,Marketing,36,50041,6,36.7,81.2,Yes
1151,HR,38,51069,5,41.9,73.1,No
1152,IT,55,68324,4,50.5,81.8,Yes
1153,Finance,26,25377,4,40.6,49.5,Yes
1154,HR,48,61657,7,58.9,44.1,Yes
1155,IT,44,66345,3,52.3,91.4,Yes
1156,Finance,35,47536,4,33.0,53.0,No
1157,HR,36,66253,6,43.6,66.4,No
1158,HR,54,43491,3,49.2,53.5,Yes
1159,IT,52,47080,4,38.8,52.7,Yes
1160,Operations,56,45697,2,53.7,73.9,Yes
1161,HR,38,66415,7,49.9,63.1,No
1162,HR,49,34060,7,50.7,84.7,No
1163,Finance,40,74681,5,42.5,38.2,Yes
